PestName,ScientificName,HostCrop,RecommendedPesticide,ApplicationMethod
Mealybug,Species 20. Genus,Soybean,Bifenthrin,Granular Soil
Rust,Species 10. Genus,Onion,Pyriproxyfen,Bait Application
Stem Borer,Species 18. Genus,Potato,Thiophanate-methyl,Granular Soil
Fruit Fly,Species 11. Genus,Soybean,Pyriproxyfen,Thermal Fogging
Leafhopper,Species 18. Genus,Wheat,Spinetoram,Broadcast Spray
Aphids,Species 11. Genus,Wheat,Thiophanate-methyl,Granular Soil
Nematode,Species 03. Genus,Cotton,Deltamethrin,Hand Spraying
Bollworm,Species 09. Genus,Groundnut,Chlorpyrifos,Thermal Fogging
Pod Borer,Species 18. Genus,Cotton,Lambda-cyhalothrin,Dust Application
Stem Borer,Species 15. Genus,Mango,Imidacloprid,Root Dip
Yellow Mosaic Virus,Species 01. Genus,Wheat,Neem Oil,Banding
Bollworm,Species 01. Genus,Cotton,Flubendiamide,Granular Soil
Root Rot,Species 17. Genus,Banana,Azoxystrobin,Ultra-Low Volume
Cutworm,Species 02. Genus,Rice,Pyriproxyfen,Bait Application
Rust,Species 13. Genus,Rice,Imidacloprid,Chemigation
Fruit Fly,Species 13. Genus,Soybean,Bifenthrin,Electrostatic Spray
Thrips,Species 03. Genus,Rice,Fipronil,Banding
Rust,Species 15. Genus,Rice,Imidacloprid,Bait Application
Bollworm,Species 12. Genus,Rice,Cypermethrin,Thermal Fogging
Stem Borer,Species 04. Genus,Wheat,Mancozeb,Banding
Blast,Species 03. Genus,Rice,Chlorpyrifos,Pressure Spray
Scale Insect,Species 14. Genus,Coffee,Imidacloprid,Root Dip
Nematode,Species 05. Genus,Cotton,Bifenthrin,Dipping
Mites,Species 08. Genus,Banana,Deltamethrin,Root Dip
Leafhopper,Species 19. Genus,Maize,Ethoprophos,Pressure Spray
Fruit Fly,Species 16. Genus,Mustard,Azoxystrobin,Ultra-Low Volume
Smut,Species 18. Genus,Banana,Spinetoram,Ultra-Low Volume
Thrips,Species 13. Genus,Tomato,Imidacloprid,Granular Soil
Cutworm,Species 19. Genus,Chili,Ethoprophos,Pressure Spray
Smut,Species 02. Genus,Maize,Neem Oil,Thermal Fogging
Whitefly,Species 04. Genus,Maize,Tebuconazole,Foliar Spray
Bollworm,Species 14. Genus,Soybean,Fipronil,Micro-Encapsulation
Wilt,Species 08. Genus,Mustard,Bacillus thuringiensis,Root Dip
Yellow Mosaic Virus,Species 11. Genus,Cotton,Pyriproxyfen,Hand Spraying
Whitefly,Species 02. Genus,Coffee,Neem Oil,Bait Application
Fruit Fly,Species 20. Genus,Wheat,Deltamethrin,Hand Spraying
Mealybug,Species 17. Genus,Soybean,Tebuconazole,Chemigation
Thrips,Species 17. Genus,Coffee,Flubendiamide,Pressure Spray
Mites,Species 13. Genus,Maize,Tebuconazole,Pressure Spray
Mites,Species 11. Genus,Lentil,Azoxystrobin,Trunk Injection
Whitefly,Species 15. Genus,Wheat,Azoxystrobin,Aerosol
Pod Borer,Species 11. Genus,Onion,Neem Oil,Root Dip
Leafhopper,Species 19. Genus,Tea,Metalaxyl,Soil Drench
Leafhopper,Species 10. Genus,Maize,Carbendazim,Chemigation
Mites,Species 20. Genus,Mango,Cypermethrin,Bait Application
Leafhopper,Species 13. Genus,Cotton,Bifenthrin,Seed Treatment
Mealybug,Species 04. Genus,Potato,Bacillus thuringiensis,Ultra-Low Volume
Cutworm,Species 02. Genus,Maize,Spirotetramat,Bait Application
Wilt,Species 09. Genus,Maize,Deltamethrin,Micro-Encapsulation
Yellow Mosaic Virus,Species 01. Genus,Cotton,Pyriproxyfen,Seed Treatment
Fruit Fly,Species 03. Genus,Sugarcane,Fipronil,Seed Treatment
Nematode,Species 19. Genus,Wheat,Metalaxyl,Ultra-Low Volume
Cutworm,Species 04. Genus,Soybean,Spinetoram,Trunk Injection
Mealybug,Species 07. Genus,Chili,Spinetoram,Micro-Encapsulation
Leafhopper,Species 01. Genus,Soybean,Deltamethrin,Dipping
Cutworm,Species 02. Genus,Cotton,Carbendazim,Banding
Pod Borer,Species 16. Genus,Wheat,Bifenthrin,Chemigation
Cutworm,Species 14. Genus,Cotton,Spinetoram,Root Dip
Rust,Species 03. Genus,Mustard,Bacillus thuringiensis,Ultra-Low Volume
Smut,Species 15. Genus,Maize,Bifenthrin,Hand Spraying
Smut,Species 01. Genus,Onion,Carbendazim,Broadcast Spray
Stem Borer,Species 19. Genus,Coffee,Ethoprophos,Thermal Fogging
Whitefly,Species 06. Genus,Onion,Carbendazim,Spot Treatment
Blast,Species 17. Genus,Soybean,Neem Oil,Thermal Fogging
Stem Borer,Species 13. Genus,Groundnut,Imidacloprid,Spot Treatment
Leafhopper,Species 20. Genus,Cotton,Carbendazim,Broadcast Spray
Aphids,Species 04. Genus,Cotton,Chlorpyrifos,Thermal Fogging
Whitefly,Species 17. Genus,Lentil,Spinetoram,Dust Application
Rust,Species 16. Genus,Lentil,Fipronil,Granular Soil
Thrips,Species 09. Genus,Soybean,Thiophanate-methyl,Hand Spraying
Bollworm,Species 18. Genus,Cotton,Ethoprophos,Banding
Root Rot,Species 02. Genus,Groundnut,Azoxystrobin,Aerosol
Cutworm,Species 16. Genus,Maize,Thiophanate-methyl,Aerosol
Bollworm,Species 19. Genus,Maize,Chlorpyrifos,Micro-Encapsulation
Stem Borer,Species 10. Genus,Rice,Neem Oil,Foliar Spray
Root Rot,Species 08. Genus,Maize,Bifenthrin,Seed Treatment
Pod Borer,Species 15. Genus,Soybean,Carbendazim,Bait Application
Whitefly,Species 07. Genus,Lentil,Metalaxyl,Spot Treatment
Wilt,Species 07. Genus,Wheat,Fipronil,Thermal Fogging
Yellow Mosaic Virus,Species 17. Genus,Rice,Metalaxyl,Granular Soil
Bollworm,Species 07. Genus,Maize,Carbendazim,Dust Application
Armyworm,Species 12. Genus,Tea,Flubendiamide,Bait Application
Blast,Species 03. Genus,Maize,Carbendazim,Hand Spraying
Bollworm,Species 10. Genus,Cotton,Lambda-cyhalothrin,Granular Soil
Fruit Fly,Species 14. Genus,Rice,Spinetoram,Dust Application
Nematode,Species 18. Genus,Maize,Tebuconazole,Seed Treatment
Mites,Species 05. Genus,Soybean,Metalaxyl,Dipping
Smut,Species 04. Genus,Chili,Spirotetramat,Foliar Spray
Smut,Species 10. Genus,Wheat,Fipronil,Root Dip
Aphids,Species 11. Genus,Groundnut,Bifenthrin,Banding
Yellow Mosaic Virus,Species 18. Genus,Banana,Imidacloprid,Aerosol
Mealybug,Species 18. Genus,Tea,Mancozeb,Dust Application
Blast,Species 12. Genus,Tomato,Ethoprophos,Granular Soil
Smut,Species 05. Genus,Cotton,Bifenthrin,Trunk Injection
Root Rot,Species 07. Genus,Cabbage,Chlorpyrifos,Dipping
Scale Insect,Species 17. Genus,Mustard,Cypermethrin,Root Dip
Armyworm,Species 07. Genus,Maize,Spinetoram,Aerosol
Yellow Mosaic Virus,Species 14. Genus,Onion,Spinetoram,Chemigation
Leafhopper,Species 10. Genus,Rice,Bacillus thuringiensis,Seed Treatment
Yellow Mosaic Virus,Species 09. Genus,Coffee,Deltamethrin,Electrostatic Spray
Aphids,Species 14. Genus,Wheat,Lambda-cyhalothrin,Electrostatic Spray
Fruit Fly,Species 01. Genus,Cotton,Neem Oil,Soil Drench
Stem Borer,Species 08. Genus,Lentil,Deltamethrin,Aerosol
Bollworm,Species 20. Genus,Wheat,Bacillus thuringiensis,Bait Application
Root Rot,Species 04. Genus,Onion,Carbendazim,Aerosol
Mites,Species 04. Genus,Wheat,Carbendazim,Hand Spraying
Yellow Mosaic Virus,Species 09. Genus,Rice,Neem Oil,Root Dip
Fruit Fly,Species 01. Genus,Tomato,Thiophanate-methyl,Pressure Spray
Aphids,Species 19. Genus,Jute,Tebuconazole,Micro-Encapsulation
Pod Borer,Species 15. Genus,Maize,Spinetoram,Aerosol
Yellow Mosaic Virus,Species 04. Genus,Wheat,Chlorpyrifos,Dust Application
Wilt,Species 08. Genus,Soybean,Bifenthrin,Hand Spraying
Thrips,Species 10. Genus,Wheat,Fipronil,Hand Spraying
Mealybug,Species 01. Genus,Wheat,Deltamethrin,Hand Spraying
Mealybug,Species 03. Genus,Rice,Spirotetramat,Chemigation
Nematode,Species 03. Genus,Maize,Fipronil,Dust Application
Stem Borer,Species 10. Genus,Banana,Lambda-cyhalothrin,Soil Drench
Bollworm,Species 05. Genus,Wheat,Bifenthrin,Dipping
Wilt,Species 08. Genus,Maize,Carbendazim,Dust Application
Armyworm,Species 07. Genus,Maize,Bifenthrin,Chemigation
Aphids,Species 14. Genus,Wheat,Bacillus thuringiensis,Root Dip
Mealybug,Species 19. Genus,Mango,Lambda-cyhalothrin,Broadcast Spray
Wilt,Species 18. Genus,Cotton,Chlorpyrifos,Spot Treatment
Smut,Species 17. Genus,Mango,Spirotetramat,Broadcast Spray
Aphids,Species 01. Genus,Potato,Deltamethrin,Pressure Spray
Cutworm,Species 06. Genus,Maize,Bacillus thuringiensis,Hand Spraying
Whitefly,Species 04. Genus,Cabbage,Bifenthrin,Ultra-Low Volume
Smut,Species 14. Genus,Wheat,Tebuconazole,Spot Treatment
Stem Borer,Species 19. Genus,Rice,Deltamethrin,Ultra-Low Volume
Root Rot,Species 06. Genus,Rice,Metalaxyl,Ultra-Low Volume
Cutworm,Species 09. Genus,Cabbage,Ethoprophos,Electrostatic Spray
Wilt,Species 02. Genus,Jute,Flubendiamide,Micro-Encapsulation
Whitefly,Species 13. Genus,Maize,Thiophanate-methyl,Chemigation
Mealybug,Species 07. Genus,Potato,Carbendazim,Spot Treatment
Rust,Species 16. Genus,Mango,Flubendiamide,Root Dip
Bollworm,Species 13. Genus,Onion,Bifenthrin,Broadcast Spray
Yellow Mosaic Virus,Species 02. Genus,Rice,Ethoprophos,Broadcast Spray
Smut,Species 04. Genus,Wheat,Spinetoram,Spot Treatment
Root Rot,Species 07. Genus,Jute,Ethoprophos,Banding
Whitefly,Species 14. Genus,Gram,Fipronil,Electrostatic Spray
Root Rot,Species 12. Genus,Groundnut,Spirotetramat,Root Dip
Armyworm,Species 14. Genus,Chili,Spinetoram,Ultra-Low Volume
Scale Insect,Species 01. Genus,Potato,Metalaxyl,Bait Application
Yellow Mosaic Virus,Species 03. Genus,Cabbage,Imidacloprid,Seed Treatment
Stem Borer,Species 20. Genus,Soybean,Deltamethrin,Bait Application
Root Rot,Species 20. Genus,Maize,Chlorpyrifos,Thermal Fogging
Whitefly,Species 14. Genus,Wheat,Pyriproxyfen,Spot Treatment
Cutworm,Species 16. Genus,Sugarcane,Metalaxyl,Root Dip
Fruit Fly,Species 03. Genus,Wheat,Fipronil,Soil Drench
Mealybug,Species 09. Genus,Maize,Imidacloprid,Bait Application
Nematode,Species 13. Genus,Potato,Bacillus thuringiensis,Pressure Spray
Mealybug,Species 04. Genus,Coffee,Mancozeb,Bait Application
Mealybug,Species 09. Genus,Mustard,Ethoprophos,Foliar Spray
Armyworm,Species 08. Genus,Cotton,Deltamethrin,Banding
Aphids,Species 05. Genus,Soybean,Fipronil,Micro-Encapsulation
Fruit Fly,Species 18. Genus,Coffee,Neem Oil,Thermal Fogging
Scale Insect,Species 12. Genus,Soybean,Carbendazim,Dipping
Pod Borer,Species 11. Genus,Cotton,Bacillus thuringiensis,Banding
Cutworm,Species 14. Genus,Rice,Carbendazim,Dust Application
Bollworm,Species 09. Genus,Sugarcane,Thiophanate-methyl,Spot Treatment
Yellow Mosaic Virus,Species 18. Genus,Lentil,Pyriproxyfen,Soil Drench
Pod Borer,Species 11. Genus,Cotton,Chlorpyrifos,Electrostatic Spray
Blast,Species 19. Genus,Potato,Pyriproxyfen,Dust Application
Mealybug,Species 18. Genus,Soybean,Ethoprophos,Root Dip
Aphids,Species 12. Genus,Maize,Cypermethrin,Spot Treatment
Cutworm,Species 03. Genus,Mango,Ethoprophos,Root Dip
Stem Borer,Species 07. Genus,Jute,Flubendiamide,Ultra-Low Volume
Stem Borer,Species 12. Genus,Wheat,Mancozeb,Hand Spraying
Stem Borer,Species 13. Genus,Soybean,Spinetoram,Chemigation
Bollworm,Species 02. Genus,Tomato,Deltamethrin,Electrostatic Spray
Nematode,Species 19. Genus,Rice,Tebuconazole,Seed Treatment
Mealybug,Species 03. Genus,Wheat,Imidacloprid,Banding
Yellow Mosaic Virus,Species 19. Genus,Rice,Carbendazim,Granular Soil
Cutworm,Species 09. Genus,Lentil,Deltamethrin,Seed Treatment
Mites,Species 02. Genus,Jute,Neem Oil,Bait Application
Scale Insect,Species 16. Genus,Tomato,Metalaxyl,Ultra-Low Volume
Scale Insect,Species 20. Genus,Potato,Bacillus thuringiensis,Broadcast Spray
Stem Borer,Species 13. Genus,Chili,Imidacloprid,Bait Application
Mealybug,Species 01. Genus,Maize,Ethoprophos,Banding
Pod Borer,Species 02. Genus,Tea,Deltamethrin,Dipping
Scale Insect,Species 05. Genus,Chili,Cypermethrin,Dust Application
Wilt,Species 07. Genus,Maize,Lambda-cyhalothrin,Seed Treatment
Armyworm,Species 09. Genus,Maize,Lambda-cyhalothrin,Pressure Spray
Bollworm,Species 06. Genus,Cotton,Fipronil,Bait Application
Mealybug,Species 04. Genus,Coffee,Carbendazim,Thermal Fogging
Pod Borer,Species 09. Genus,Cotton,Spirotetramat,Electrostatic Spray
Fruit Fly,Species 18. Genus,Soybean,Neem Oil,Aerosol
Stem Borer,Species 20. Genus,Wheat,Azoxystrobin,Bait Application
Yellow Mosaic Virus,Species 11. Genus,Soybean,Azoxystrobin,Aerosol
Cutworm,Species 08. Genus,Cotton,Ethoprophos,Soil Drench
Bollworm,Species 18. Genus,Wheat,Metalaxyl,Electrostatic Spray
Pod Borer,Species 02. Genus,Soybean,Carbendazim,Aerosol
Whitefly,Species 14. Genus,Mango,Pyriproxyfen,Bait Application
Blast,Species 20. Genus,Potato,Spinetoram,Pressure Spray
Blast,Species 19. Genus,Cotton,Pyriproxyfen,Pressure Spray
Root Rot,Species 14. Genus,Cotton,Imidacloprid,Spot Treatment
Mealybug,Species 04. Genus,Mustard,Fipronil,Bait Application
Root Rot,Species 11. Genus,Wheat,Ethoprophos,Banding
Leafhopper,Species 10. Genus,Wheat,Ethoprophos,Chemigation
Pod Borer,Species 16. Genus,Cotton,Deltamethrin,Dust Application
Mites,Species 02. Genus,Cotton,Bacillus thuringiensis,Broadcast Spray
Bollworm,Species 08. Genus,Wheat,Deltamethrin,Chemigation
Aphids,Species 18. Genus,Rice,Spinetoram,Broadcast Spray
Cutworm,Species 01. Genus,Cotton,Ethoprophos,Dipping
Whitefly,Species 01. Genus,Gram,Lambda-cyhalothrin,Seed Treatment
Aphids,Species 14. Genus,Cotton,Carbendazim,Granular Soil
Wilt,Species 18. Genus,Soybean,Spinetoram,Trunk Injection
Blast,Species 03. Genus,Maize,Bacillus thuringiensis,Pressure Spray
Smut,Species 04. Genus,Cotton,Deltamethrin,Chemigation
Thrips,Species 08. Genus,Wheat,Tebuconazole,Trunk Injection
Pod Borer,Species 06. Genus,Rice,Imidacloprid,Aerosol
Nematode,Species 11. Genus,Wheat,Bacillus thuringiensis,Seed Treatment
Smut,Species 19. Genus,Soybean,Tebuconazole,Pressure Spray
Leafhopper,Species 19. Genus,Rice,Imidacloprid,Dust Application
Mites,Species 17. Genus,Potato,Pyriproxyfen,Thermal Fogging
Pod Borer,Species 07. Genus,Potato,Fipronil,Dust Application
Wilt,Species 05. Genus,Maize,Azoxystrobin,Foliar Spray
Thrips,Species 05. Genus,Wheat,Flubendiamide,Dipping
Leafhopper,Species 13. Genus,Wheat,Flubendiamide,Banding
Cutworm,Species 19. Genus,Rice,Tebuconazole,Chemigation
Mealybug,Species 07. Genus,Chili,Lambda-cyhalothrin,Hand Spraying
Stem Borer,Species 10. Genus,Cotton,Spirotetramat,Seed Treatment
Bollworm,Species 06. Genus,Sugarcane,Azoxystrobin,Bait Application
Blast,Species 20. Genus,Maize,Mancozeb,Foliar Spray
Cutworm,Species 12. Genus,Rice,Azoxystrobin,Seed Treatment
Smut,Species 18. Genus,Rice,Deltamethrin,Pressure Spray
Leafhopper,Species 15. Genus,Wheat,Neem Oil,Granular Soil
Thrips,Species 05. Genus,Maize,Metalaxyl,Foliar Spray
Stem Borer,Species 09. Genus,Cotton,Tebuconazole,Root Dip
Yellow Mosaic Virus,Species 13. Genus,Rice,Deltamethrin,Seed Treatment
Smut,Species 02. Genus,Cotton,Bacillus thuringiensis,Micro-Encapsulation
Mealybug,Species 17. Genus,Soybean,Mancozeb,Seed Treatment
Cutworm,Species 20. Genus,Wheat,Spirotetramat,Pressure Spray
Mites,Species 10. Genus,Banana,Ethoprophos,Dust Application
Bollworm,Species 07. Genus,Soybean,Carbendazim,Chemigation
Leafhopper,Species 01. Genus,Maize,Bacillus thuringiensis,Broadcast Spray
Rust,Species 05. Genus,Soybean,Flubendiamide,Hand Spraying
Stem Borer,Species 11. Genus,Tomato,Spinetoram,Ultra-Low Volume
Blast,Species 13. Genus,Soybean,Metalaxyl,Granular Soil
Aphids,Species 11. Genus,Rice,Metalaxyl,Root Dip
Mealybug,Species 20. Genus,Banana,Carbendazim,Seed Treatment
Mealybug,Species 12. Genus,Lentil,Chlorpyrifos,Foliar Spray
Armyworm,Species 09. Genus,Mustard,Neem Oil,Electrostatic Spray
Cutworm,Species 16. Genus,Maize,Imidacloprid,Broadcast Spray
Aphids,Species 10. Genus,Cotton,Spirotetramat,Broadcast Spray
Armyworm,Species 04. Genus,Jute,Cypermethrin,Electrostatic Spray
Armyworm,Species 07. Genus,Mustard,Bifenthrin,Spot Treatment
Thrips,Species 06. Genus,Rice,Metalaxyl,Dipping
Rust,Species 19. Genus,Soybean,Bifenthrin,Spot Treatment
Root Rot,Species 03. Genus,Soybean,Bacillus thuringiensis,Bait Application
Pod Borer,Species 10. Genus,Rice,Thiophanate-methyl,Spot Treatment
Pod Borer,Species 14. Genus,Wheat,Azoxystrobin,Soil Drench
Pod Borer,Species 15. Genus,Cotton,Imidacloprid,Aerosol
Cutworm,Species 19. Genus,Sugarcane,Chlorpyrifos,Hand Spraying
Cutworm,Species 14. Genus,Wheat,Tebuconazole,Pressure Spray
Mealybug,Species 16. Genus,Maize,Thiophanate-methyl,Thermal Fogging
Scale Insect,Species 12. Genus,Mango,Bifenthrin,Electrostatic Spray
Rust,Species 01. Genus,Maize,Mancozeb,Ultra-Low Volume
Yellow Mosaic Virus,Species 19. Genus,Cabbage,Thiophanate-methyl,Foliar Spray
Scale Insect,Species 08. Genus,Wheat,Deltamethrin,Foliar Spray
Bollworm,Species 05. Genus,Maize,Fipronil,Chemigation
Mites,Species 07. Genus,Tomato,Metalaxyl,Bait Application
Root Rot,Species 02. Genus,Cotton,Spirotetramat,Chemigation
Smut,Species 08. Genus,Maize,Thiophanate-methyl,Ultra-Low Volume
Bollworm,Species 19. Genus,Cotton,Cypermethrin,Micro-Encapsulation
Wilt,Species 03. Genus,Mustard,Chlorpyrifos,Foliar Spray
Thrips,Species 05. Genus,Maize,Bifenthrin,Bait Application
Armyworm,Species 13. Genus,Gram,Spirotetramat,Hand Spraying
Blast,Species 13. Genus,Jute,Bacillus thuringiensis,Soil Drench
Blast,Species 01. Genus,Tea,Thiophanate-methyl,Hand Spraying
Smut,Species 04. Genus,Potato,Azoxystrobin,Foliar Spray
Fruit Fly,Species 09. Genus,Onion,Metalaxyl,Electrostatic Spray
Mealybug,Species 10. Genus,Maize,Thiophanate-methyl,Chemigation
Blast,Species 15. Genus,Sugarcane,Cypermethrin,Broadcast Spray
Fruit Fly,Species 15. Genus,Jute,Imidacloprid,Hand Spraying
Aphids,Species 09. Genus,Coffee,Neem Oil,Pressure Spray
Leafhopper,Species 16. Genus,Rice,Cypermethrin,Bait Application
Armyworm,Species 20. Genus,Groundnut,Fipronil,Dust Application
Wilt,Species 02. Genus,Cotton,Azoxystrobin,Granular Soil
Rust,Species 20. Genus,Potato,Cypermethrin,Hand Spraying
Thrips,Species 19. Genus,Cotton,Imidacloprid,Spot Treatment
Armyworm,Species 01. Genus,Banana,Mancozeb,Ultra-Low Volume
Aphids,Species 01. Genus,Coffee,Ethoprophos,Broadcast Spray
Cutworm,Species 15. Genus,Soybean,Deltamethrin,Soil Drench
Cutworm,Species 01. Genus,Cotton,Thiophanate-methyl,Micro-Encapsulation
Wilt,Species 14. Genus,Maize,Pyriproxyfen,Trunk Injection
Armyworm,Species 08. Genus,Chili,Cypermethrin,Spot Treatment
Armyworm,Species 07. Genus,Maize,Thiophanate-methyl,Trunk Injection
Scale Insect,Species 10. Genus,Wheat,Imidacloprid,Foliar Spray
Bollworm,Species 19. Genus,Potato,Imidacloprid,Foliar Spray
Armyworm,Species 20. Genus,Mustard,Bacillus thuringiensis,Seed Treatment
Mites,Species 20. Genus,Rice,Mancozeb,Dust Application
Armyworm,Species 11. Genus,Soybean,Chlorpyrifos,Foliar Spray
Nematode,Species 03. Genus,Maize,Spirotetramat,Banding
Leafhopper,Species 01. Genus,Soybean,Bifenthrin,Thermal Fogging
Yellow Mosaic Virus,Species 03. Genus,Cotton,Deltamethrin,Broadcast Spray
Thrips,Species 18. Genus,Rice,Mancozeb,Spot Treatment
Stem Borer,Species 15. Genus,Soybean,Fipronil,Electrostatic Spray
Mealybug,Species 16. Genus,Soybean,Carbendazim,Broadcast Spray
Pod Borer,Species 20. Genus,Maize,Neem Oil,Dipping
Smut,Species 09. Genus,Cotton,Carbendazim,Pressure Spray
Smut,Species 11. Genus,Coffee,Pyriproxyfen,Spot Treatment
Rust,Species 19. Genus,Maize,Flubendiamide,Spot Treatment
Thrips,Species 17. Genus,Mango,Flubendiamide,Root Dip
Fruit Fly,Species 13. Genus,Rice,Imidacloprid,Electrostatic Spray
Yellow Mosaic Virus,Species 11. Genus,Maize,Chlorpyrifos,Pressure Spray
Mites,Species 11. Genus,Groundnut,Metalaxyl,Banding
Scale Insect,Species 17. Genus,Banana,Azoxystrobin,Hand Spraying
Root Rot,Species 17. Genus,Gram,Neem Oil,Foliar Spray
Wilt,Species 03. Genus,Wheat,Thiophanate-methyl,Electrostatic Spray
Pod Borer,Species 13. Genus,Mustard,Ethoprophos,Banding
Smut,Species 01. Genus,Rice,Imidacloprid,Dust Application
Bollworm,Species 06. Genus,Cotton,Imidacloprid,Dust Application
Nematode,Species 20. Genus,Maize,Chlorpyrifos,Root Dip
Bollworm,Species 14. Genus,Maize,Flubendiamide,Soil Drench
Aphids,Species 20. Genus,Wheat,Neem Oil,Ultra-Low Volume
Smut,Species 12. Genus,Jute,Spinetoram,Thermal Fogging
Mites,Species 05. Genus,Cotton,Imidacloprid,Pressure Spray
Root Rot,Species 08. Genus,Chili,Deltamethrin,Broadcast Spray
Smut,Species 01. Genus,Mango,Bifenthrin,Banding
Wilt,Species 19. Genus,Rice,Deltamethrin,Pressure Spray
Cutworm,Species 01. Genus,Soybean,Cypermethrin,Root Dip
Nematode,Species 11. Genus,Mustard,Lambda-cyhalothrin,Broadcast Spray
Mites,Species 06. Genus,Gram,Metalaxyl,Seed Treatment
Yellow Mosaic Virus,Species 15. Genus,Cotton,Neem Oil,Hand Spraying
Armyworm,Species 11. Genus,Sugarcane,Thiophanate-methyl,Thermal Fogging
Whitefly,Species 05. Genus,Soybean,Chlorpyrifos,Spot Treatment
Thrips,Species 06. Genus,Coffee,Lambda-cyhalothrin,Broadcast Spray
Armyworm,Species 04. Genus,Maize,Tebuconazole,Granular Soil
Bollworm,Species 14. Genus,Cotton,Spirotetramat,Banding
Scale Insect,Species 19. Genus,Maize,Flubendiamide,Dust Application
Whitefly,Species 03. Genus,Cotton,Pyriproxyfen,Bait Application
Rust,Species 01. Genus,Cotton,Bacillus thuringiensis,Soil Drench
Smut,Species 05. Genus,Cotton,Deltamethrin,Aerosol
Armyworm,Species 11. Genus,Soybean,Mancozeb,Ultra-Low Volume
Bollworm,Species 04. Genus,Potato,Bacillus thuringiensis,Dust Application
Leafhopper,Species 19. Genus,Soybean,Azoxystrobin,Pressure Spray
Wilt,Species 01. Genus,Soybean,Neem Oil,Dipping
Whitefly,Species 12. Genus,Soybean,Cypermethrin,Broadcast Spray
Bollworm,Species 08. Genus,Rice,Chlorpyrifos,Micro-Encapsulation
Fruit Fly,Species 06. Genus,Jute,Mancozeb,Soil Drench
Aphids,Species 05. Genus,Coffee,Thiophanate-methyl,Hand Spraying
Whitefly,Species 11. Genus,Maize,Flubendiamide,Electrostatic Spray
Aphids,Species 19. Genus,Wheat,Deltamethrin,Chemigation
Scale Insect,Species 11. Genus,Wheat,Spirotetramat,Seed Treatment
Root Rot,Species 07. Genus,Maize,Metalaxyl,Soil Drench
Smut,Species 18. Genus,Rice,Mancozeb,Ultra-Low Volume
Aphids,Species 03. Genus,Lentil,Chlorpyrifos,Dust Application
Mealybug,Species 10. Genus,Wheat,Bifenthrin,Dust Application
Root Rot,Species 01. Genus,Lentil,Bifenthrin,Seed Treatment
Armyworm,Species 05. Genus,Rice,Chlorpyrifos,Foliar Spray
Wilt,Species 13. Genus,Cotton,Flubendiamide,Bait Application
