SoilType,pH_Range,OC_Level,N_Level,P_Level,K_Level,Predicted_Health_Class
Silt,Slightly Alkaline,Very High,Excess,Adequate,Excess,Good
Loam,Acidic,High,Adequate,Adequate,Low,Excellent
Silt,Alkaline,Very High,Excess,High,Low,Poor
Loam,Slightly Alkaline,Very Low,Adequate,Adequate,Excess,Moderate
Loam,Slightly Alkaline,Very High,High,High,High,Poor
Silt,Slightly Alkaline,Very Low,Low,Low,Excess,Critical
Chalk,Slightly Alkaline,Very High,High,Excess,Low,Good
Silt,Neutral,High,Deficient,Excess,High,Poor
Loam,Slightly Acidic,High,Deficient,High,Excess,Critical
Sand,Slightly Alkaline,Very High,Excess,Excess,High,Good
Clay,Slightly Acidic,Very Low,Adequate,High,Excess,Moderate
Chalk,Slightly Alkaline,Very High,Low,Excess,Adequate,Moderate
Clay,Acidic,Low,Excess,Deficient,Excess,Good
Chalk,Alkaline,Very High,Deficient,Low,Adequate,Good
Sand,Neutral,Very Low,Low,Low,Adequate,Moderate
Silt,Alkaline,Very Low,Deficient,Adequate,Adequate,Moderate
Sand,Alkaline,Very Low,Deficient,Adequate,Adequate,Poor
Sand,Neutral,Medium,Deficient,Excess,High,Moderate
Clay,Neutral,Very Low,Low,Excess,Excess,Critical
Silt,Slightly Alkaline,High,Low,Deficient,Deficient,Moderate
Silt,Slightly Alkaline,Low,Low,Adequate,High,Poor
Chalk,Slightly Acidic,Medium,Deficient,Low,Adequate,Good
Loam,Neutral,Very Low,Low,Low,Excess,Moderate
Clay,Neutral,Low,Low,High,Adequate,Good
Clay,Neutral,Low,Deficient,Adequate,Adequate,Excellent
Clay,Acidic,High,Adequate,Deficient,Deficient,Good
Clay,Alkaline,Very Low,Adequate,Deficient,Deficient,Good
Chalk,Neutral,Very High,High,Low,Adequate,Excellent
Chalk,Slightly Alkaline,Very High,Adequate,Low,Deficient,Moderate
Loam,Neutral,Very Low,Deficient,Deficient,Low,Good
Loam,Alkaline,Very Low,Low,Deficient,Excess,Excellent
Clay,Slightly Acidic,Low,Deficient,Excess,Adequate,Poor
Silt,Slightly Acidic,Low,High,Excess,High,Good
Chalk,Alkaline,Low,Excess,Adequate,Deficient,Moderate
Chalk,Acidic,Medium,Excess,Adequate,Excess,Moderate
Chalk,Slightly Alkaline,Very Low,Deficient,High,Excess,Good
Clay,Slightly Acidic,Very High,High,Low,Low,Moderate
Silt,Slightly Acidic,Low,Low,High,Deficient,Good
Clay,Slightly Acidic,High,Deficient,Adequate,Low,Good
Loam,Slightly Alkaline,Very High,Excess,Low,Adequate,Moderate
Sand,Slightly Alkaline,High,Low,Excess,Adequate,Excellent
Loam,Slightly Alkaline,Medium,Excess,Low,Adequate,Good
Chalk,Alkaline,Medium,Low,Low,Adequate,Critical
Sand,Neutral,Medium,Low,Low,Deficient,Poor
Clay,Neutral,Very High,Low,Excess,High,Excellent
Silt,Acidic,Very High,Excess,Excess,Adequate,Poor
Silt,Acidic,Low,High,High,High,Good
Chalk,Alkaline,Very Low,Adequate,Low,Adequate,Moderate
Silt,Slightly Acidic,Very Low,Low,Excess,Adequate,Poor
Loam,Slightly Alkaline,High,Excess,Adequate,Excess,Poor
Clay,Slightly Alkaline,High,Excess,Excess,Adequate,Critical
Loam,Slightly Acidic,Very Low,Low,High,Low,Good
Silt,Acidic,Medium,Low,Low,Excess,Moderate
Sand,Slightly Alkaline,Low,Deficient,High,Low,Moderate
Loam,Slightly Acidic,Low,Low,Deficient,Low,Moderate
Sand,Alkaline,Low,Excess,Deficient,Low,Moderate
Clay,Slightly Acidic,Low,High,Excess,Low,Good
Sand,Neutral,Medium,Excess,High,Deficient,Poor
Chalk,Slightly Alkaline,Medium,High,Excess,Excess,Good
Clay,Alkaline,Very High,Excess,Excess,Excess,Poor
Sand,Alkaline,Very Low,Low,Adequate,Low,Critical
Chalk,Slightly Alkaline,Medium,Excess,Deficient,Low,Good
Silt,Acidic,Medium,Deficient,Deficient,High,Critical
Loam,Slightly Alkaline,High,High,Low,Adequate,Good
Loam,Acidic,Low,Excess,High,Deficient,Critical
Silt,Neutral,Medium,High,Adequate,Adequate,Excellent
Loam,Neutral,Low,Low,High,High,Excellent
Silt,Slightly Alkaline,High,High,Deficient,Adequate,Moderate
Chalk,Slightly Acidic,Medium,Excess,Adequate,Low,Good
Loam,Neutral,Low,Deficient,High,Deficient,Good
Silt,Slightly Alkaline,Medium,High,High,Excess,Excellent
Sand,Slightly Acidic,Very High,Excess,Adequate,Low,Good
Sand,Acidic,High,Excess,Low,Low,Poor
Loam,Neutral,Very Low,Deficient,Low,Excess,Moderate
Chalk,Slightly Alkaline,High,Excess,Adequate,Adequate,Poor
Silt,Slightly Acidic,Medium,Low,Deficient,High,Excellent
Silt,Alkaline,Very Low,Deficient,Adequate,Low,Moderate
Sand,Neutral,Very Low,Adequate,Deficient,High,Good
Chalk,Acidic,Very High,Adequate,Adequate,Low,Moderate
Sand,Acidic,Very High,Deficient,Excess,Adequate,Moderate
Clay,Alkaline,Medium,Low,High,Excess,Good
Silt,Acidic,Very Low,Deficient,High,Adequate,Good
Sand,Slightly Alkaline,Medium,Deficient,Adequate,Deficient,Good
Sand,Alkaline,Low,Low,Low,Low,Poor
Chalk,Neutral,Medium,High,Excess,High,Excellent
Loam,Acidic,Low,High,Deficient,High,Moderate
Loam,Slightly Alkaline,Low,Deficient,High,High,Critical
Silt,Slightly Acidic,Very Low,Low,Excess,Low,Poor
Sand,Acidic,Very High,Adequate,Adequate,Excess,Moderate
Sand,Acidic,Very Low,High,Adequate,Adequate,Good
Loam,Alkaline,Low,Deficient,Deficient,Adequate,Good
Sand,Slightly Alkaline,Very Low,Deficient,Excess,Low,Good
Clay,Acidic,High,Adequate,High,Excess,Good
Sand,Neutral,Very High,Excess,Excess,Adequate,Moderate
Clay,Acidic,Very High,High,Excess,Excess,Good
Silt,Alkaline,Low,Deficient,Low,Low,Moderate
Loam,Slightly Acidic,Low,Low,Excess,Deficient,Poor
Sand,Acidic,Very High,Excess,Deficient,Low,Poor
Silt,Acidic,Very Low,Deficient,Excess,Deficient,Good
Sand,Alkaline,Medium,Adequate,Low,Low,Moderate
Sand,Slightly Acidic,Low,High,Low,Deficient,Excellent
Loam,Slightly Alkaline,Very High,High,Deficient,High,Moderate
Loam,Neutral,High,Adequate,Deficient,Adequate,Good
Loam,Alkaline,Medium,Adequate,Excess,Deficient,Moderate
Chalk,Alkaline,Medium,Deficient,Excess,High,Excellent
Silt,Alkaline,High,High,Adequate,Deficient,Good
Clay,Slightly Alkaline,Very High,Excess,Adequate,Low,Moderate
Chalk,Acidic,Very High,Adequate,High,Excess,Moderate
Sand,Slightly Alkaline,Very High,Low,Excess,High,Excellent
Silt,Alkaline,Very Low,Low,Low,High,Good
Sand,Slightly Acidic,Very High,High,Excess,Low,Poor
Sand,Acidic,Very High,Adequate,Deficient,Adequate,Excellent
Silt,Alkaline,High,Adequate,Excess,Deficient,Good
Clay,Slightly Acidic,Low,Low,Low,Low,Excellent
Silt,Slightly Acidic,Low,Adequate,Low,Low,Excellent
Chalk,Neutral,Low,Deficient,Adequate,Low,Poor
Loam,Slightly Alkaline,Very High,Excess,Deficient,Deficient,Poor
Clay,Slightly Alkaline,Medium,High,Excess,Excess,Poor
Chalk,Acidic,Low,Adequate,Adequate,Excess,Good
Chalk,Slightly Alkaline,Very High,Adequate,Deficient,Excess,Good
Silt,Acidic,Medium,Excess,Excess,Excess,Moderate
Silt,Slightly Acidic,Very Low,High,Excess,Low,Excellent
Silt,Neutral,High,High,High,Excess,Good
Loam,Neutral,Very Low,High,Excess,High,Moderate
Silt,Slightly Acidic,Very High,Adequate,Low,High,Good
Chalk,Neutral,High,Adequate,High,Excess,Good
Chalk,Neutral,Medium,Excess,Deficient,High,Poor
Clay,Slightly Alkaline,Low,Low,Low,Excess,Critical
Clay,Alkaline,Low,Adequate,Adequate,High,Good
Clay,Slightly Acidic,Very High,High,Low,Adequate,Good
Sand,Acidic,Medium,Excess,Excess,High,Poor
Sand,Alkaline,Very High,Deficient,Excess,High,Poor
Sand,Neutral,Very Low,Deficient,High,Low,Good
Clay,Neutral,Low,Low,Low,Deficient,Moderate
Chalk,Acidic,Very Low,Low,Deficient,Adequate,Good
Loam,Neutral,Low,High,Deficient,High,Poor
Chalk,Alkaline,High,Adequate,Low,Adequate,Critical
Chalk,Neutral,Very Low,Adequate,Low,Deficient,Good
Chalk,Slightly Acidic,Medium,Excess,Adequate,Adequate,Excellent
Clay,Acidic,High,High,Deficient,Deficient,Good
Sand,Slightly Acidic,Low,Deficient,Deficient,Adequate,Moderate
Silt,Acidic,High,Excess,Adequate,Excess,Excellent
Sand,Acidic,High,Low,Adequate,Low,Poor
Chalk,Alkaline,High,Low,Excess,Excess,Good
Loam,Slightly Alkaline,Very Low,High,Excess,Low,Good
Chalk,Acidic,Medium,Adequate,Excess,Excess,Excellent
Sand,Alkaline,Very Low,Deficient,Excess,Excess,Excellent
Clay,Alkaline,Very Low,Excess,Deficient,Adequate,Good
Loam,Neutral,Very Low,High,Deficient,Excess,Excellent
Sand,Neutral,Very Low,Excess,High,High,Good
Loam,Neutral,Medium,Adequate,High,Low,Good
Chalk,Alkaline,Very Low,Excess,Low,Low,Good
Chalk,Neutral,Very High,High,Low,Deficient,Critical
Sand,Acidic,Medium,High,High,Low,Moderate
Loam,Acidic,Medium,Deficient,Low,Deficient,Critical
Clay,Slightly Alkaline,High,Excess,High,Deficient,Moderate
Sand,Alkaline,Low,Low,Low,Excess,Good
Chalk,Slightly Alkaline,Low,Excess,High,Deficient,Moderate
Chalk,Acidic,Medium,Excess,High,High,Moderate
Chalk,Acidic,High,Adequate,High,Low,Poor
Clay,Acidic,Very High,Low,High,Adequate,Moderate
Sand,Alkaline,Low,High,Adequate,Adequate,Excellent
Chalk,Slightly Alkaline,Low,Excess,High,Low,Poor
Chalk,Alkaline,Low,Excess,Adequate,Excess,Excellent
Silt,Slightly Alkaline,Low,Deficient,High,Excess,Moderate
Silt,Slightly Acidic,Low,Deficient,Adequate,Low,Good
Silt,Neutral,Very High,Excess,Deficient,Deficient,Excellent
Silt,Acidic,High,Adequate,Adequate,High,Good
Clay,Alkaline,Low,Excess,High,Low,Excellent
Sand,Slightly Alkaline,High,High,Deficient,Adequate,Excellent
Sand,Acidic,High,Low,Deficient,Low,Excellent
Silt,Acidic,Medium,Excess,Excess,Low,Excellent
Silt,Slightly Alkaline,High,High,Adequate,Adequate,Good
Sand,Slightly Alkaline,Low,Low,Adequate,Adequate,Good
Chalk,Slightly Acidic,Very Low,Excess,High,High,Good
Clay,Slightly Alkaline,High,High,Excess,Adequate,Critical
Clay,Slightly Acidic,Low,Deficient,High,Low,Excellent
Clay,Alkaline,Very Low,Deficient,High,Excess,Moderate
Silt,Neutral,Medium,High,Low,Low,Good
Silt,Acidic,Medium,Adequate,Deficient,High,Critical
Silt,Acidic,Low,Low,Excess,High,Poor
Silt,Slightly Alkaline,Very High,Low,Excess,Deficient,Good
Clay,Acidic,Very High,Adequate,Low,Low,Good
Silt,Neutral,Very High,Deficient,Low,Excess,Good
Sand,Slightly Acidic,Low,Excess,Excess,Adequate,Poor
Loam,Acidic,Medium,Adequate,Adequate,Deficient,Moderate
Sand,Alkaline,Very High,Low,Excess,Low,Excellent
Chalk,Slightly Alkaline,High,High,Low,Adequate,Moderate
Sand,Slightly Alkaline,Low,Deficient,Low,Low,Good
Sand,Slightly Alkaline,Low,Excess,Deficient,High,Moderate
Sand,Acidic,Very Low,Low,Deficient,Deficient,Excellent
Loam,Acidic,High,Excess,Deficient,Low,Good
Clay,Acidic,Very High,Excess,Adequate,High,Excellent
Silt,Slightly Alkaline,Very Low,Low,Deficient,Deficient,Poor
Clay,Alkaline,High,Excess,Deficient,Adequate,Good
Loam,Slightly Alkaline,Low,Low,Excess,Adequate,Moderate
Chalk,Acidic,Very Low,Excess,High,High,Moderate
Clay,Slightly Acidic,Very Low,High,Adequate,Deficient,Moderate
Loam,Slightly Acidic,Low,Low,Low,Excess,Good
Clay,Acidic,High,Deficient,Low,Low,Moderate
Sand,Slightly Acidic,Low,Deficient,Low,Deficient,Moderate
Clay,Slightly Acidic,Very Low,High,High,Deficient,Good
Loam,Alkaline,Low,Excess,Low,High,Moderate
Sand,Slightly Acidic,High,Deficient,Low,High,Good
Chalk,Neutral,Medium,Deficient,Deficient,Deficient,Poor
Loam,Slightly Alkaline,Low,High,High,Adequate,Moderate
Silt,Neutral,Very High,Adequate,High,Excess,Moderate
Loam,Alkaline,Medium,Low,High,Deficient,Good
Sand,Acidic,High,High,High,Excess,Poor
Clay,Slightly Alkaline,Very High,Excess,Adequate,High,Good
Chalk,Neutral,Low,Deficient,Deficient,Excess,Poor
Chalk,Neutral,Very Low,Deficient,Deficient,Low,Good
Clay,Alkaline,Very High,Excess,Low,Adequate,Poor
Silt,Acidic,High,High,High,Excess,Good
Silt,Slightly Alkaline,Medium,Low,High,Adequate,Moderate
Silt,Acidic,Very High,Low,Excess,Low,Moderate
Silt,Neutral,Very Low,Deficient,High,Excess,Good
Clay,Neutral,Very Low,Low,Excess,Adequate,Moderate
Sand,Slightly Acidic,Medium,Low,High,Adequate,Good
Clay,Neutral,Medium,Deficient,Adequate,Adequate,Moderate
Chalk,Alkaline,Medium,Adequate,High,High,Excellent
Loam,Neutral,Low,Excess,Adequate,Low,Excellent
Silt,Slightly Alkaline,High,Excess,Low,Deficient,Good
Sand,Neutral,Medium,Deficient,Low,Adequate,Excellent
Sand,Alkaline,Very High,Excess,Deficient,Excess,Good
Chalk,Acidic,Medium,Low,Low,Low,Good
Clay,Slightly Acidic,Low,Excess,High,High,Moderate
Sand,Slightly Alkaline,Very High,Low,Low,High,Good
Clay,Neutral,Medium,Low,Low,Deficient,Moderate
Clay,Alkaline,Very Low,High,Low,Adequate,Moderate
Clay,Alkaline,Medium,High,Low,Low,Moderate
Sand,Acidic,Medium,Excess,Low,Deficient,Good
Chalk,Neutral,Medium,Excess,Low,Excess,Good
Sand,Slightly Alkaline,Low,Low,Excess,Adequate,Good
Silt,Neutral,High,Excess,High,Adequate,Moderate
Clay,Alkaline,High,Excess,Adequate,High,Excellent
Clay,Acidic,Medium,High,Adequate,Low,Good
Sand,Slightly Alkaline,Low,High,Adequate,Excess,Poor
Chalk,Acidic,High,Adequate,Adequate,Low,Excellent
Chalk,Slightly Alkaline,Low,Excess,Low,Deficient,Good
Loam,Alkaline,Low,Deficient,Excess,Deficient,Critical
Sand,Neutral,Very Low,Adequate,Excess,Low,Moderate
Silt,Slightly Alkaline,Medium,Excess,Low,Excess,Good
Sand,Alkaline,Very Low,Adequate,Adequate,Excess,Poor
Clay,Slightly Acidic,Low,Adequate,Deficient,Excess,Moderate
Sand,Slightly Acidic,Very Low,Deficient,Excess,Low,Good
Loam,Acidic,Very Low,Adequate,Low,Adequate,Critical
Clay,Neutral,Very Low,Adequate,Low,Low,Critical
Loam,Acidic,Low,High,Excess,Adequate,Moderate
Sand,Acidic,High,Low,Deficient,Excess,Good
Silt,Slightly Alkaline,Very High,High,Low,High,Critical
Silt,Slightly Acidic,Medium,Adequate,Adequate,Deficient,Excellent
Silt,Neutral,High,Adequate,Adequate,Adequate,Critical
Loam,Alkaline,Medium,High,Excess,Excess,Moderate
Silt,Slightly Alkaline,High,High,Low,Adequate,Good
Loam,Neutral,Very Low,Low,Low,Adequate,Moderate
Clay,Alkaline,Low,High,Excess,Excess,Moderate
Loam,Alkaline,Medium,Adequate,Adequate,Adequate,Good
Chalk,Alkaline,High,Low,High,High,Good
Silt,Acidic,Very High,Deficient,Excess,Excess,Excellent
Silt,Acidic,Medium,Excess,Deficient,Low,Poor
Sand,Slightly Alkaline,Medium,Low,Excess,High,Good
Loam,Neutral,Very Low,Deficient,Low,Excess,Excellent
Loam,Alkaline,Low,Deficient,Adequate,High,Good
Chalk,Neutral,High,High,Adequate,Excess,Good
Silt,Acidic,Medium,Deficient,Excess,Excess,Moderate
Chalk,Slightly Acidic,Very High,Deficient,Excess,Adequate,Poor
Loam,Slightly Alkaline,Very High,High,Adequate,Low,Excellent
Sand,Alkaline,Low,Excess,High,Adequate,Poor
Loam,Slightly Alkaline,Medium,Adequate,High,Deficient,Poor
Clay,Slightly Alkaline,High,Deficient,High,Deficient,Moderate
Loam,Neutral,Very Low,Excess,Excess,Deficient,Moderate
Silt,Alkaline,Very High,Low,Deficient,Excess,Excellent
Clay,Neutral,Medium,Excess,Adequate,High,Good
Loam,Neutral,Low,High,Deficient,Adequate,Poor
Sand,Slightly Alkaline,Medium,High,Low,Deficient,Moderate
Silt,Slightly Alkaline,Very High,High,Adequate,Deficient,Good
Clay,Slightly Acidic,Medium,Low,Excess,Low,Moderate
Loam,Neutral,High,Adequate,Excess,Adequate,Moderate
Chalk,Slightly Alkaline,High,Excess,Deficient,Deficient,Critical
Silt,Slightly Acidic,High,Low,Adequate,Low,Poor
Loam,Neutral,Very Low,Excess,Deficient,High,Moderate
Silt,Neutral,Low,Deficient,Adequate,Excess,Good
Silt,Slightly Acidic,Low,Excess,Low,Deficient,Good
Clay,Alkaline,Medium,Deficient,Excess,Low,Good
Loam,Neutral,High,High,Low,Low,Moderate
Loam,Acidic,Very Low,Excess,Low,Low,Good
Silt,Slightly Acidic,Very Low,Low,Excess,Excess,Moderate
Loam,Acidic,Medium,Low,Low,Low,Moderate
Chalk,Alkaline,Very Low,Adequate,Excess,Excess,Good
Chalk,Neutral,Very Low,Excess,Deficient,Adequate,Moderate
Clay,Slightly Acidic,Low,Low,Deficient,Adequate,Poor
Silt,Acidic,Medium,Deficient,Deficient,Excess,Excellent
Chalk,Alkaline,Very High,Adequate,Adequate,High,Poor
Sand,Alkaline,High,Deficient,Low,Excess,Critical
Loam,Neutral,Medium,Low,Adequate,Deficient,Good
Clay,Neutral,Very High,Low,Excess,Deficient,Moderate
Loam,Slightly Acidic,Low,Excess,Deficient,Deficient,Moderate
Sand,Alkaline,Very High,High,Low,Adequate,Poor
Loam,Slightly Acidic,Very High,High,High,Adequate,Moderate
Loam,Alkaline,Very High,Deficient,High,Adequate,Moderate
Sand,Alkaline,Very Low,High,Low,High,Excellent
Sand,Neutral,High,Adequate,High,Low,Excellent
Sand,Acidic,Low,Low,Deficient,Adequate,Poor
Loam,Slightly Acidic,Very High,Excess,High,Deficient,Moderate
Silt,Alkaline,Low,Deficient,High,Adequate,Poor
Sand,Acidic,Medium,High,High,Adequate,Poor
Chalk,Alkaline,Medium,Excess,Deficient,Excess,Excellent
Clay,Slightly Alkaline,Medium,Excess,High,Adequate,Good
Clay,Neutral,Medium,High,Adequate,Excess,Moderate
Loam,Slightly Acidic,Medium,Adequate,Excess,Excess,Good
Chalk,Acidic,Medium,Deficient,Low,Adequate,Moderate
Sand,Alkaline,Medium,Low,Low,Low,Moderate
Chalk,Slightly Acidic,High,Adequate,Excess,Deficient,Good
Clay,Slightly Acidic,Very Low,Low,Excess,Excess,Poor
Chalk,Neutral,Low,Adequate,High,High,Good
Loam,Acidic,High,Excess,Adequate,Excess,Excellent
Clay,Slightly Alkaline,Very Low,Deficient,Excess,High,Good
Sand,Alkaline,Very Low,Excess,Excess,Deficient,Good
Clay,Acidic,Very High,Excess,High,Low,Good
Sand,Neutral,Very High,High,Excess,Excess,Good
Sand,Acidic,Medium,Excess,Low,Deficient,Poor
Clay,Neutral,High,Excess,Deficient,Excess,Good
Sand,Slightly Acidic,Very High,Adequate,Deficient,Low,Good
Clay,Alkaline,Medium,Deficient,Adequate,High,Critical
Clay,Acidic,Very Low,Adequate,High,Deficient,Excellent
Sand,Acidic,High,Adequate,Excess,High,Good
Loam,Alkaline,High,Adequate,High,Low,Good
Loam,Alkaline,Low,Low,High,Low,Good
Loam,Neutral,Very High,Excess,Adequate,Low,Excellent
Silt,Acidic,Very High,Deficient,Excess,Deficient,Critical
Silt,Acidic,Very High,Adequate,Adequate,Adequate,Poor
Sand,Slightly Alkaline,Medium,Adequate,High,High,Good
Loam,Slightly Acidic,Very High,Adequate,High,High,Excellent
Silt,Slightly Acidic,Low,Deficient,Deficient,Deficient,Poor
Sand,Neutral,Very Low,Excess,Low,High,Poor
Loam,Slightly Alkaline,Very Low,High,Deficient,Excess,Good
Silt,Neutral,Very Low,Low,Excess,Excess,Excellent
Clay,Slightly Acidic,High,Deficient,High,Excess,Excellent
Sand,Slightly Acidic,Medium,Excess,Deficient,High,Good
Sand,Neutral,Very High,High,Low,Deficient,Poor
Sand,Neutral,High,Excess,Adequate,Adequate,Good
Silt,Alkaline,Low,Deficient,Deficient,High,Good
Silt,Slightly Alkaline,Low,Adequate,Excess,Adequate,Good
Loam,Slightly Acidic,High,High,Deficient,Excess,Moderate
Sand,Acidic,Low,Deficient,High,Deficient,Excellent
Loam,Slightly Alkaline,Very Low,High,Low,Deficient,Critical
Chalk,Slightly Alkaline,Very High,Deficient,Adequate,Low,Moderate
Chalk,Slightly Alkaline,Very High,Adequate,Excess,Low,Good
Clay,Slightly Acidic,Very Low,High,Low,Adequate,Moderate
Chalk,Neutral,High,Low,Low,High,Critical
Silt,Acidic,Very High,Adequate,Deficient,Low,Moderate
Loam,Slightly Acidic,High,Adequate,Deficient,Deficient,Excellent
Clay,Slightly Acidic,Low,Deficient,Excess,Deficient,Excellent
Silt,Neutral,Medium,Excess,Excess,Low,Excellent
Silt,Neutral,Very Low,Excess,High,High,Moderate
Sand,Alkaline,Low,Excess,Adequate,High,Poor
Silt,Neutral,Medium,Low,Excess,Adequate,Moderate
Loam,Alkaline,Medium,Adequate,Deficient,Excess,Poor
Silt,Alkaline,Medium,Deficient,Excess,High,Good
Chalk,Acidic,High,Low,Low,Adequate,Good
Chalk,Acidic,High,Adequate,Low,Low,Moderate
Sand,Alkaline,Very High,High,Deficient,Low,Good
Loam,Alkaline,Very Low,Low,Deficient,Deficient,Good
Chalk,Slightly Alkaline,High,Adequate,High,High,Critical
Loam,Slightly Alkaline,Very Low,High,Adequate,Low,Moderate
Silt,Slightly Acidic,Very High,High,Adequate,High,Good
Chalk,Alkaline,Very High,Low,Adequate,Adequate,Poor
Chalk,Slightly Acidic,Very High,Low,Excess,Low,Poor
Silt,Acidic,Low,Deficient,Adequate,Excess,Poor
Clay,Acidic,Very Low,Deficient,High,Excess,Poor
Clay,Alkaline,High,Excess,Deficient,Deficient,Good
Sand,Slightly Acidic,Low,High,High,Low,Moderate
Clay,Slightly Alkaline,Low,Deficient,High,High,Moderate
Sand,Alkaline,High,Adequate,Deficient,High,Excellent
Silt,Alkaline,Very Low,Low,Adequate,High,Moderate
Sand,Slightly Acidic,Very Low,Adequate,Adequate,Low,Good
Sand,Neutral,Very High,High,Excess,Excess,Good
Loam,Acidic,Low,Excess,Adequate,High,Moderate
Loam,Alkaline,Very High,Excess,Adequate,Adequate,Poor
Loam,Acidic,High,Low,Low,High,Critical
Silt,Slightly Alkaline,High,Deficient,High,Deficient,Moderate
Loam,Neutral,Very High,Deficient,Adequate,Low,Moderate
Loam,Alkaline,Very Low,Adequate,Adequate,Adequate,Moderate
Loam,Slightly Alkaline,Medium,Adequate,High,Excess,Poor
Clay,Alkaline,High,Low,Deficient,High,Good
Chalk,Slightly Acidic,Medium,Excess,High,Adequate,Excellent
Loam,Slightly Alkaline,High,Low,Excess,Adequate,Poor
Clay,Alkaline,Very Low,Deficient,Adequate,Excess,Good
Chalk,Slightly Acidic,High,Deficient,High,High,Excellent
Sand,Alkaline,Low,Excess,Excess,Low,Good
Silt,Neutral,Medium,Deficient,Low,Adequate,Excellent
Chalk,Slightly Acidic,Low,Low,Deficient,Deficient,Poor
Clay,Neutral,Medium,Adequate,Excess,Low,Moderate
Sand,Slightly Acidic,Medium,Deficient,High,Adequate,Critical
Silt,Slightly Acidic,Very Low,Excess,Adequate,Deficient,Good
Loam,Slightly Acidic,Very High,Deficient,Deficient,Low,Good
Silt,Neutral,High,High,Deficient,Low,Excellent
Silt,Alkaline,High,Excess,High,Adequate,Moderate
Loam,Neutral,Very High,Low,Excess,High,Poor
Loam,Slightly Alkaline,High,Deficient,Deficient,Low,Critical
Loam,Acidic,Low,Low,High,Deficient,Moderate
Loam,Acidic,Low,Adequate,Deficient,Adequate,Critical
Silt,Acidic,High,Excess,Low,Adequate,Good
Silt,Slightly Acidic,High,Adequate,Deficient,Excess,Moderate
Silt,Alkaline,High,High,High,Low,Poor
Loam,Acidic,High,Excess,High,Adequate,Good
Clay,Neutral,Very Low,Low,High,Low,Moderate
Loam,Neutral,High,Deficient,High,Excess,Moderate
Silt,Slightly Alkaline,Low,Low,Deficient,Low,Critical
Sand,Slightly Alkaline,Medium,High,High,Low,Excellent
Silt,Slightly Acidic,Very High,Excess,High,Adequate,Poor
Clay,Slightly Alkaline,High,Low,High,Low,Moderate
Silt,Acidic,Low,Deficient,Adequate,Excess,Critical
Sand,Slightly Alkaline,Very High,Adequate,Low,Deficient,Moderate
